Date,Weekday,AI_Platform,AI_Model_Version,Active_Users,New_Users,Churned_Users,Daily_Churn_Rate,Retention_Rate,Query_Type,Response_Tokens,Topic_Category,User_Rating,User_Experience_Score,Session_Duration_sec,Device_Type,Response_Accuracy,Response_Speed_sec,Response_Time_Category,User_Return_Frequency,Customer_Support_Interactions
04-02-2024,Sunday,DeepSeek,DeepSeek-Chat 1.5,1250000,125000,25000,0.02,0.95,Technical,236,Code Optimization,5,2.2,29,Mobile,0.867,1.01,Instant,1,3
04-02-2024,Sunday,DeepSeek,DeepSeek-Chat 1.5,1250000,125000,25000,0.02,0.95,Technical,358,Code Optimization,5,2.2,54,Mobile,0.8729,1.01,Instant,7,3
04-02-2024,Sunday,DeepSeek,DeepSeek-Chat 1.5,1250000,125000,25000,0.02,0.95,General,181,Implementation Help,5,2.2,57,Tablet,,0.71,Instant,7,2
04-02-2024,Sunday,DeepSeek,DeepSeek-Chat 1.5,1250000,125000,25000,0.02,0.95,Technical,499,Debugging,5,2.2,39,Laptop/Desktop,0.9514,0.93,Instant,3,2
04-02-2024,Sunday,DeepSeek,DeepSeek-Chat 1.5,1250000,125000,25000,0.02,0.95,Technical,158,Debugging,5,2.2,12,Mobile,0.9193,0.65,Instant,5,3
04-02-2024,Sunday,DeepSeek,DeepSeek-Chat 1.5,1250000,125000,25000,0.02,0.95,Technical,135,Debugging,4,1.8,56,Mobile,0.8684,0.64,Instant,5,1
22-03-2024,Friday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,444,Professional Writing,4,1.06,17,Laptop/Desktop,0.7949,4.25,Standard,5,0
22-03-2024,Friday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,448,Education,3,0.66,29,Laptop/Desktop,0.7685,4.44,Standard,7,3
22-03-2024,Friday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,150,Education,3,0.66,18,Laptop/Desktop,0.8165,4.29,Standard,10,1
22-03-2024,Friday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,127,Education,4,1.06,24,Mobile,0.8431,4.22,Standard,4,3
22-03-2024,Friday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,329,Content Creation,5,1.46,17,Mobile,0.8088,4.39,Standard,2,0
22-03-2024,Friday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,100,Best Practices,4,1.06,11,Mobile,0.8258,4.30,Standard,10,2
22-03-2024,Friday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,54,Education,4,1.06,22,Mobile,0.829,4.28,Standard,10,1
22-03-2024,Friday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,303,Content Creation,4,1.06,10,Laptop/Desktop,0.8208,4.13,Standard,7,1
22-03-2024,Friday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,309,Content Creation,5,1.46,36,Laptop/Desktop,0.8293,4.31,Standard,7,2
22-03-2024,Friday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,420,Education,5,1.46,18,Laptop/Desktop,0.7627,4.37,Standard,5,0
30-01-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,General,220,Implementation Help,5,2.22,38,Laptop/Desktop,0.8407,0.83,Instant,1,0
30-01-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,Technical,160,Algorithm Explanation,5,2.22,14,Mobile,0.9194,0.57,Instant,2,1
30-01-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,Technical,467,Algorithm Explanation,5,2.22,47,Mobile,0.8688,0.49,Instant,9,0
30-01-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,Technical,226,Code Optimization,5,2.22,52,Mobile,0.8603,0.67,Instant,5,0
30-01-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,Technical,76,Code Optimization,5,2.22,50,Laptop/Desktop,0.8783,0.75,Instant,4,3
30-01-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,Technical,216,Debugging,5,2.22,45,Laptop/Desktop,0.8916,0.64,Instant,7,2
30-01-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,Technical,191,Debugging,4,1.82,44,Mobile,0.8437,0.63,Instant,4,0
30-01-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,Technical,339,Code Optimization,5,2.22,60,Mobile,0.9174,0.85,Instant,9,1
30-01-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,Technical,206,Debugging,5,2.22,33,Mobile,0.8446,0.63,Instant,10,1
30-01-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,Technical,383,Code Optimization,4,1.82,46,Mobile,0.8311,0.55,Instant,9,1
30-01-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,Technical,320,Code Optimization,5,2.22,44,Mobile,0.9141,0.58,Instant,6,0
30-01-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,General,184,Implementation Help,5,2.22,39,Laptop/Desktop,0.8774,0.53,Instant,1,1
01-02-2024,Thursday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,418,Best Practices,4,1.21,6,Laptop/Desktop,0.8455,3.46,Standard,5,1
01-02-2024,Thursday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,373,Professional Writing,5,1.61,32,Laptop/Desktop,0.821,3.70,Standard,10,3
01-02-2024,Thursday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,473,Content Creation,3,0.81,31,Mobile,0.8517,3.77,Standard,5,0
01-02-2024,Thursday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,334,Education,4,1.21,24,Mobile,,3.80,Standard,2,0
01-02-2024,Thursday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,417,Professional Writing,4,1.21,19,Laptop/Desktop,0.8717,3.59,Standard,5,3
01-02-2024,Thursday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,93,Content Creation,5,1.61,13,Mobile,0.8282,3.83,Standard,7,0
01-02-2024,Thursday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,153,Education,3,0.81,10,Laptop/Desktop,0.8733,3.75,Standard,3,2
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,Technical,83,Debugging,5,2.22,11,Laptop/Desktop,0.88,0.63,Instant,4,3
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,Technical,256,Code Optimization,5,2.22,28,Laptop/Desktop,0.8766,0.62,Instant,10,0
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,Technical,436,Code Optimization,5,2.22,30,Mobile,0.9394,0.78,Instant,6,1
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,Technical,261,Code Optimization,4,1.82,49,Laptop/Desktop,0.9,0.73,Instant,10,1
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,General,418,Implementation Help,5,2.22,34,Laptop/Desktop,0.923,0.90,Instant,10,1
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,Technical,89,Algorithm Explanation,5,2.22,23,Mobile,0.9043,0.62,Instant,9,0
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,Technical,392,Debugging,5,2.22,47,Tablet,0.8548,0.87,Instant,9,1
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,General,59,Implementation Help,5,2.22,19,Mobile,0.9042,0.70,Instant,4,3
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,Technical,468,Algorithm Explanation,5,2.22,19,Tablet,0.945,0.67,Instant,4,3
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,Technical,253,Code Optimization,4,1.82,40,Smart Speaker,0.9409,0.54,Instant,3,0
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,Technical,67,Code Optimization,5,2.22,58,Laptop/Desktop,0.8563,0.60,Instant,6,1
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,Technical,271,Algorithm Explanation,5,2.22,20,Laptop/Desktop,0.9335,0.76,Instant,1,2
26-06-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,General,157,Implementation Help,4,1.82,14,Mobile,0.8708,0.52,Instant,5,0
29-08-2024,Thursday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,General,185,Professional Writing,4,1.07,5,Mobile,0.859,4.27,Standard,8,2
29-08-2024,Thursday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,General,430,Content Creation,5,1.47,10,Laptop/Desktop,0.8291,4.19,Standard,7,0
29-08-2024,Thursday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,General,227,Content Creation,4,1.07,10,Laptop/Desktop,0.8238,4.25,Standard,2,3
29-08-2024,Thursday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,General,453,Professional Writing,4,1.07,35,Laptop/Desktop,0.77,4.48,Standard,3,0
29-08-2024,Thursday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,General,62,Professional Writing,4,1.07,11,Laptop/Desktop,0.7741,4.47,Standard,3,2
29-08-2024,Thursday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,General,151,Content Creation,5,1.47,18,Mobile,0.8093,4.36,Standard,1,3
29-08-2024,Thursday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,General,257,Education,3,0.67,30,Mobile,0.7958,4.27,Standard,7,2
29-08-2024,Thursday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,General,218,Education,4,1.07,28,Mobile,0.7926,4.15,Standard,5,3
29-08-2024,Thursday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,General,241,Education,5,1.47,9,Smart Speaker,0.7718,4.21,Standard,3,1
29-08-2024,Thursday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,General,223,Content Creation,3,0.67,14,Laptop/Desktop,0.802,4.40,Standard,6,1
29-08-2024,Thursday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,General,350,Professional Writing,3,0.67,26,Mobile,,4.37,Standard,2,0
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,465,Algorithm Explanation,5,2.24,41,Mobile,0.924,0.74,Instant,3,0
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,132,Debugging,4,1.84,21,Laptop/Desktop,0.9386,0.69,Instant,2,2
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,486,Debugging,5,2.24,56,Laptop/Desktop,0.9468,0.63,Instant,1,1
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,223,Code Optimization,5,2.24,42,Laptop/Desktop,0.9116,0.64,Instant,6,1
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,444,Algorithm Explanation,5,2.24,18,Tablet,0.9532,0.73,Instant,3,3
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,215,Debugging,5,2.24,21,Mobile,0.9899,0.79,Instant,10,0
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,General,122,Implementation Help,5,2.24,20,Mobile,0.9466,0.60,Instant,6,0
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,281,Algorithm Explanation,5,2.24,57,Laptop/Desktop,0.9876,0.80,Instant,2,2
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,209,Debugging,5,2.24,60,Laptop/Desktop,0.9901,0.61,Instant,4,2
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,208,Debugging,4,1.84,15,Mobile,0.9878,0.59,Instant,7,2
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,General,478,Implementation Help,5,2.24,27,Laptop/Desktop,0.9754,0.53,Instant,5,1
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,General,374,Implementation Help,5,2.24,38,Mobile,0.9243,0.72,Instant,9,2
08-03-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,93,Code Optimization,5,2.24,30,Mobile,0.9444,0.61,Instant,4,0
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,340,Professional Writing,4,0.97,24,Laptop/Desktop,0.7785,4.60,Standard,7,0
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,377,Professional Writing,3,0.57,16,Laptop/Desktop,0.7929,4.76,Standard,6,2
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,481,Best Practices,5,1.37,38,Laptop/Desktop,0.7625,4.61,Standard,3,1
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,278,Professional Writing,4,0.97,25,Tablet,0.7753,4.78,Standard,2,0
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,233,Professional Writing,3,0.57,25,Laptop/Desktop,0.7339,4.60,Standard,8,1
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,499,Professional Writing,3,0.57,15,Laptop/Desktop,0.7562,4.73,Standard,3,1
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,335,Professional Writing,4,0.97,22,Laptop/Desktop,0.7815,4.52,Standard,7,2
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,482,Education,5,1.37,32,Laptop/Desktop,0.7373,4.75,Standard,4,2
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,424,Best Practices,3,0.57,35,Laptop/Desktop,0.7551,4.58,Standard,5,3
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,169,Education,5,1.37,20,Mobile,0.8044,4.57,Standard,5,2
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,211,Professional Writing,5,1.37,23,Laptop/Desktop,0.739,4.85,Standard,1,3
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,286,Education,5,1.37,21,Mobile,0.8212,4.54,Standard,5,1
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,319,Professional Writing,5,1.37,30,Mobile,0.7429,4.75,Standard,6,0
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,206,Best Practices,5,1.37,19,Mobile,,4.59,Standard,6,3
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,454,Education,4,0.97,8,Laptop/Desktop,0.7992,4.65,Standard,4,2
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,385,Education,4,0.97,33,Tablet,0.7683,4.57,Standard,4,3
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,181,Content Creation,4,0.97,27,Laptop/Desktop,0.8221,4.59,Standard,7,3
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,385,Best Practices,4,0.97,10,Laptop/Desktop,0.8119,4.57,Standard,3,0
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,323,Content Creation,3,0.57,24,Laptop/Desktop,0.7577,4.68,Standard,9,3
26-02-2024,Monday,ChatGPT,GPT-4-turbo,850000,42500,42500,0.05,0.95,General,250,Content Creation,5,1.37,22,Mobile,0.7619,4.78,Standard,2,0
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,General,169,Implementation Help,5,2,19,Mobile,0.8834,1.78,Fast,2,3
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,General,420,Implementation Help,4,1.6,42,Laptop/Desktop,0.9499,1.73,Fast,4,3
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,162,Code Optimization,5,2,11,Laptop/Desktop,0.9265,2.02,Fast,3,1
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,356,Code Optimization,4,1.6,42,Laptop/Desktop,0.8961,1.99,Fast,4,2
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,195,Debugging,4,1.6,39,Laptop/Desktop,0.8842,1.86,Fast,5,3
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,107,Debugging,4,1.6,20,Mobile,0.8827,1.66,Fast,2,3
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,235,Debugging,5,2,41,Mobile,0.9463,1.85,Fast,6,0
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,General,397,Implementation Help,5,2,38,Mobile,0.8848,1.89,Fast,3,2
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,General,165,Implementation Help,5,2,26,Laptop/Desktop,0.9388,1.88,Fast,1,2
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,103,Algorithm Explanation,5,2,48,Smart Speaker,0.9462,1.84,Fast,8,2
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,161,Code Optimization,5,2,45,Mobile,,1.99,Fast,5,0
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,420,Debugging,4,1.6,12,Mobile,0.8895,1.88,Fast,1,2
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,391,Debugging,4,1.6,12,Mobile,0.9253,1.78,Fast,10,0
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,266,Algorithm Explanation,5,2,17,Laptop/Desktop,0.9545,1.67,Fast,6,0
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,282,Algorithm Explanation,5,2,42,Laptop/Desktop,0.8805,1.97,Fast,5,2
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,245,Code Optimization,5,2,22,Mobile,0.9034,1.97,Fast,9,2
25-04-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,General,349,Implementation Help,4,1.6,41,Laptop/Desktop,0.8834,1.86,Fast,8,1
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,456,Best Practices,4,1.49,33,Mobile,0.7654,2.23,Fast,9,0
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,354,Professional Writing,5,1.89,21,Laptop/Desktop,0.7993,1.93,Fast,1,0
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,374,Professional Writing,4,1.49,28,Laptop/Desktop,0.7606,2.03,Fast,10,2
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,52,Content Creation,5,1.89,14,Mobile,0.7558,2.06,Fast,6,0
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,101,Best Practices,4,1.49,39,Tablet,,2.27,Fast,9,2
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,462,Professional Writing,3,1.09,39,Mobile,0.7868,2.00,Fast,7,2
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,371,Best Practices,5,1.89,38,Mobile,0.8054,2.12,Fast,9,3
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,151,Professional Writing,5,1.89,19,Laptop/Desktop,0.7951,2.24,Fast,3,0
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,376,Content Creation,4,1.49,27,Laptop/Desktop,0.8106,2.20,Fast,4,0
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,200,Content Creation,5,1.89,20,Tablet,0.7652,2.03,Fast,7,1
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,360,Best Practices,5,1.89,11,Laptop/Desktop,0.8049,2.03,Fast,5,1
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,79,Best Practices,4,1.49,35,Mobile,0.7542,2.16,Fast,4,1
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,367,Education,3,1.09,27,Mobile,0.7658,2.15,Fast,5,2
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,388,Education,3,1.09,16,Laptop/Desktop,0.7855,2.10,Fast,10,0
18-12-2023,Monday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,General,162,Best Practices,4,1.49,18,Mobile,0.7446,2.21,Fast,7,2
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,447,Code Optimization,4,1.81,20,Laptop/Desktop,0.9123,0.64,Instant,10,3
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,490,Debugging,5,2.21,56,Laptop/Desktop,0.9795,0.76,Instant,2,2
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,General,51,Implementation Help,5,2.21,25,Tablet,0.9174,0.69,Instant,7,2
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,365,Algorithm Explanation,5,2.21,19,Laptop/Desktop,0.9552,0.82,Instant,7,0
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,General,334,Implementation Help,4,1.81,27,Laptop/Desktop,0.9119,0.90,Instant,5,2
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,157,Algorithm Explanation,5,2.21,47,Mobile,,0.66,Instant,4,3
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,198,Debugging,5,2.21,34,Laptop/Desktop,0.9249,0.96,Instant,8,1
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,214,Debugging,5,2.21,59,Mobile,0.9461,0.72,Instant,4,0
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,98,Debugging,4,1.81,44,Mobile,0.9041,0.98,Instant,3,1
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,200,Algorithm Explanation,5,2.21,43,Laptop/Desktop,0.9095,0.84,Instant,10,3
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,190,Algorithm Explanation,5,2.21,40,Laptop/Desktop,0.905,0.65,Instant,9,0
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,167,Debugging,5,2.21,57,Mobile,0.9158,0.98,Instant,1,1
18-11-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,188,Debugging,5,2.21,50,Laptop/Desktop,0.9634,0.70,Instant,2,0
09-07-2024,Tuesday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,General,359,Content Creation,4,1.18,11,Laptop/Desktop,0.769,3.56,Standard,5,1
09-07-2024,Tuesday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,General,183,Content Creation,4,1.18,36,Mobile,0.8507,3.58,Standard,2,1
09-07-2024,Tuesday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,General,452,Education,4,1.18,23,Tablet,0.83,3.76,Standard,3,0
09-07-2024,Tuesday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,General,226,Education,5,1.58,34,Mobile,0.8046,3.56,Standard,3,3
09-07-2024,Tuesday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,General,413,Professional Writing,3,0.78,18,Laptop/Desktop,0.8226,3.75,Standard,5,3
09-07-2024,Tuesday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,General,399,Education,3,0.78,33,Mobile,0.7907,3.61,Standard,1,0
21-03-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,390,Algorithm Explanation,5,2.09,44,Laptop/Desktop,0.9622,1.55,Fast,4,0
21-03-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,372,Algorithm Explanation,5,2.09,27,Mobile,,1.24,Fast,9,1
21-03-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,182,Code Optimization,5,2.09,59,Mobile,0.9241,1.36,Fast,8,1
21-03-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,General,223,Implementation Help,5,2.09,47,Mobile,0.9549,1.48,Fast,10,2
21-03-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,352,Algorithm Explanation,5,2.09,11,Mobile,0.9471,1.24,Fast,10,2
21-03-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,Technical,471,Debugging,4,1.69,38,Laptop/Desktop,0.9507,1.29,Fast,4,3
21-03-2024,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,General,292,Implementation Help,5,2.09,21,Mobile,0.976,1.31,Fast,3,3
